,0,1,2
27165,-1037,6,-108
27166,-1036,9,-107
27167,-1040,8,-105
27168,-1040,10,-108
27169,-1036,10,-109
27170,-1037,7,-113
27171,-1040,8,-122
27172,-1035,7,-108
27173,-1034,11,-84
27174,-1034,12,-74
27175,-1037,10,-92
27176,-1039,9,-106
27177,-1035,5,-115
27178,-1027,7,-113
27179,-1020,5,-107
27180,-1018,3,-102
27181,-1016,1,-103
27182,-1019,-1,-104
27183,-1023,2,-101
27184,-1023,3,-106
27185,-1026,4,-109
27186,-1026,5,-110
27187,-1022,6,-106
27188,-1022,5,-107
27189,-1023,5,-105
27190,-1021,5,-102
27191,-1024,3,-103
27192,-1028,7,-99
27193,-1026,5,-103
27194,-1029,7,-103
27195,-1031,7,-105
27196,-1031,5,-106
27197,-1033,7,-106
27198,-1033,5,-105
27199,-1033,5,-109
27200,-1034,7,-105
27201,-1035,5,-104
27202,-1035,5,-105
27203,-1034,6,-105
27204,-1032,4,-104
27205,-1034,4,-106
27206,-1035,1,-102
27207,-1031,3,-102
27208,-1033,2,-104
27209,-1031,2,-105
27210,-1027,3,-108
27211,-1029,3,-106
27212,-1024,3,-108
27213,-1025,2,-106
27214,-1025,4,-104
27215,-1022,5,-105
27216,-1022,4,-104
27217,-1022,4,-103
27218,-1023,4,-109
27219,-1026,6,-109
27220,-1022,6,-104
27221,-1024,8,-106
27222,-1025,5,-100
27223,-1021,8,-107
27224,-1025,9,-109
27225,-1028,6,-110
27226,-1029,8,-105
27227,-1031,7,-108
27228,-1032,9,-109
27229,-1027,7,-105
27230,-1031,8,-106
27231,-1030,6,-105
27232,-1032,7,-105
27233,-1034,6,-105
27234,-1034,7,-105
27235,-1029,4,-105
27236,-1029,5,-108
27237,-1029,6,-107
27238,-1028,4,-108
27239,-1031,4,-107
27240,-1030,5,-105
27241,-1022,4,-106
27242,-1026,9,-106
27243,-1028,5,-103
27244,-1030,5,-105
27245,-1027,7,-105
27246,-1024,7,-103
27247,-1028,8,-104
27248,-1025,6,-104
27249,-1025,9,-106
27250,-1026,8,-105
27251,-1025,8,-106
27252,-1026,6,-103
27253,-1031,7,-105
27254,-1030,7,-107
27255,-1032,8,-106
27256,-1030,9,-107
27257,-1029,8,-109
27258,-1032,6,-106
27259,-1032,8,-108
27260,-1030,8,-108
27261,-1028,8,-108
27262,-1030,7,-104
27263,-1026,8,-108
27264,-1025,8,-109
27265,-1027,8,-108
27266,-1025,7,-105
27267,-1022,7,-105
27268,-1024,8,-106
27269,-1025,7,-107
27270,-1024,7,-105
27271,-1025,8,-103
27272,-1024,6,-106
27273,-1030,8,-102
27274,-1026,9,-101
27275,-1029,8,-108
27276,-1029,7,-105
27277,-1029,9,-102
27278,-1030,8,-103
27279,-1028,13,-103
27280,-1027,11,-102
27281,-1021,12,-105
27282,-1023,13,-103
27283,-1025,10,-124
27284,-1028,7,-140
27285,-1024,8,-136
27286,-1023,6,-99
27287,-1026,5,-64
27288,-1027,1,-68
27289,-1035,2,-86
27290,-1038,2,-109
27291,-1040,5,-113
27292,-1035,3,-109
27293,-1024,8,-105
27294,-1018,8,-102
27295,-1018,10,-107
27296,-1018,8,-111
27297,-1021,7,-116
27298,-1022,8,-114
27299,-1023,9,-117
27300,-1020,8,-112
27301,-1019,6,-106
27302,-1019,4,-97
27303,-1020,4,-99
27304,-1022,5,-98
27305,-1027,5,-102
27306,-1030,8,-102
27307,-1031,9,-103
27308,-1031,7,-108
27309,-1033,6,-107
27310,-1032,6,-108
27311,-1033,7,-103
27312,-1031,5,-101
27313,-1032,5,-98
27314,-1034,4,-105
27315,-1034,7,-106
27316,-1032,6,-107
27317,-1034,7,-105
27318,-1035,6,-105
27319,-1031,6,-106
27320,-1029,9,-108
27321,-1028,9,-107
27322,-1024,7,-106
27323,-1028,9,-107
27324,-1022,9,-108
27325,-1025,7,-106
27326,-1024,7,-104
27327,-1022,8,-104
27328,-1021,8,-103
27329,-1024,10,-104
27330,-1025,8,-105
27331,-1026,8,-102
27332,-1025,6,-101
27333,-1026,7,-105
27334,-1029,7,-107
27335,-1027,7,-104
27336,-1030,7,-107
27337,-1031,7,-109
27338,-1028,6,-105
27339,-1030,7,-103
27340,-1032,9,-104
27341,-1035,10,-105
27342,-1031,9,-103
27343,-1032,10,-105
27344,-1031,9,-107
27345,-1033,8,-109
27346,-1032,6,-119
27347,-1030,8,-110
27348,-1032,13,-86
27349,-1035,11,-80
27350,-1036,13,-90
27351,-1037,12,-106
27352,-1036,11,-115
27353,-1034,9,-118
27354,-1029,9,-115
27355,-1024,10,-111
27356,-1021,10,-110
27357,-1020,7,-105
27358,-1021,5,-103
27359,-1027,7,-104
27360,-1032,7,-101
27361,-1034,7,-104
27362,-1031,6,-104
27363,-1028,5,-104
27364,-1024,6,-104
27365,-1019,4,-100
27366,-1022,8,-99
27367,-1025,9,-101
27368,-1026,7,-100
27369,-1028,5,-102
27370,-1027,6,-103
27371,-1036,7,-105
27372,-1033,4,-103
27373,-1034,9,-108
27374,-1034,6,-110
27375,-1035,8,-107
27376,-1037,8,-108
27377,-1039,7,-108
27378,-1036,7,-105
27379,-1038,7,-106
27380,-1031,6,-103
27381,-1032,8,-105
27382,-1032,8,-101
27383,-1027,6,-104
27384,-1026,7,-105
27385,-1026,5,-103
27386,-1025,5,-104
27387,-1025,6,-103
27388,-1024,5,-103
27389,-1027,5,-106
27390,-1024,6,-104
27391,-1026,5,-102
27392,-1022,3,-104
27393,-1027,5,-105
27394,-1025,6,-104
27395,-1027,7,-103
27396,-1030,10,-104
27397,-1029,7,-103
27398,-1031,6,-104
27399,-1029,10,-104
27400,-1027,7,-102
27401,-1029,6,-103
27402,-1027,5,-104
27403,-1025,7,-104
27404,-1029,8,-105
27405,-1028,7,-103
27406,-1028,7,-101
27407,-1030,7,-103
27408,-1031,7,-105
27409,-1031,6,-102
27410,-1032,6,-104
27411,-1028,6,-107
27412,-1031,8,-107
27413,-1027,9,-106
27414,-1032,9,-105
27415,-1031,6,-105
27416,-1028,8,-105
27417,-1029,9,-105
27418,-1030,10,-104
27419,-1030,10,-106
27420,-1029,10,-103
27421,-1029,10,-101
27422,-1030,9,-103
27423,-1028,8,-101
27424,-1027,9,-103
27425,-1026,8,-105
27426,-1029,6,-103
27427,-1029,7,-102
27428,-1029,7,-104
27429,-1030,6,-104
27430,-1028,7,-103
27431,-1027,6,-104
27432,-1031,6,-105
27433,-1034,7,-104
27434,-1028,5,-103
27435,-1027,7,-103
27436,-1031,9,-105
27437,-1024,10,-105
27438,-1025,7,-104
27439,-1030,12,-105
27440,-1026,8,-103
27441,-1025,10,-107
27442,-1027,6,-103
27443,-1029,8,-106
27444,-1030,9,-105
27445,-1030,9,-105
27446,-1030,8,-103
27447,-1035,10,-102
27448,-1033,9,-104
27449,-1035,6,-102
27450,-1035,7,-105
27451,-1035,5,-103
27452,-1036,7,-101
27453,-1035,7,-100
27454,-1032,8,-99
27455,-1028,8,-103
27456,-1023,14,-101
27457,-1023,13,-106
27458,-1026,11,-121
27459,-1028,9,-134
27460,-1028,9,-125
27461,-1025,9,-96
27462,-1018,7,-62
27463,-1023,3,-59
27464,-1030,0,-94
27465,-1039,2,-109
27466,-1037,4,-114
27467,-1033,6,-109
27468,-1029,7,-97
27469,-1020,8,-94
27470,-1015,10,-97
27471,-1019,7,-106
27472,-1022,8,-114
27473,-1027,8,-113
27474,-1026,8,-111
27475,-1027,5,-110
27476,-1023,5,-105
27477,-1023,5,-102
27478,-1027,5,-98
27479,-1031,8,-99
27480,-1030,5,-97
27481,-1034,5,-97
27482,-1037,6,-98
27483,-1037,7,-104
27484,-1040,8,-102
27485,-1035,8,-103
27486,-1035,7,-100
27487,-1031,7,-101
27488,-1036,8,-96
27489,-1033,6,-97
27490,-1035,7,-100
27491,-1037,6,-102
27492,-1032,5,-103
27493,-1032,9,-105
27494,-1031,7,-105
27495,-1027,6,-105
27496,-1025,7,-104
27497,-1021,7,-102
27498,-1024,6,-101
27499,-1023,9,-103
27500,-1022,8,-102
27501,-1021,9,-100
27502,-1023,9,-99
27503,-1021,8,-104
27504,-1021,6,-100
27505,-1021,6,-103
27506,-1023,6,-102
27507,-1022,6,-105
27508,-1028,5,-105
27509,-1033,6,-106
27510,-1033,8,-106
27511,-1031,7,-106
27512,-1040,4,-105
27513,-1035,7,-104
27514,-1035,7,-105
27515,-1036,10,-102
27516,-1035,10,-104
27517,-1039,10,-104
27518,-1033,8,-98
27519,-1036,11,-100
27520,-1035,9,-107
27521,-1034,8,-107
27522,-1035,7,-114
27523,-1033,12,-101
27524,-1028,11,-83
27525,-1032,12,-80
27526,-1032,11,-92
27527,-1032,11,-107
27528,-1034,10,-116
27529,-1029,10,-115
27530,-1023,8,-111
27531,-1019,7,-105
27532,-1017,7,-99
27533,-1021,6,-98
27534,-1022,4,-99
27535,-1030,6,-100
27536,-1034,5,-105
27537,-1036,6,-103
27538,-1031,7,-101
27539,-1027,7,-103
27540,-1023,9,-97
27541,-1022,5,-99
27542,-1024,3,-100
27543,-1027,8,-102
27544,-1027,7,-103
27545,-1032,8,-103
27546,-1032,6,-102
27547,-1034,4,-105
27548,-1035,6,-106
27549,-1034,7,-103
27550,-1031,6,-103
27551,-1034,5,-100
27552,-1032,5,-102
27553,-1034,2,-101
27554,-1035,5,-104
27555,-1037,2,-104
27556,-1032,4,-103
27557,-1035,2,-100
27558,-1029,4,-102
27559,-1026,5,-100
27560,-1023,5,-104
27561,-1024,2,-102
27562,-1023,6,-105
27563,-1025,6,-105
27564,-1024,5,-105
27565,-1029,4,-101
27566,-1027,5,-104
27567,-1028,9,-99
27568,-1029,7,-104
27569,-1026,8,-99
27570,-1030,8,-99
27571,-1033,5,-101
27572,-1032,8,-101
27573,-1030,6,-102
27574,-1035,7,-104
27575,-1030,4,-101
27576,-1034,7,-101
27577,-1035,9,-106
27578,-1032,8,-101
27579,-1032,7,-105
27580,-1030,8,-105
27581,-1032,9,-101
27582,-1031,6,-101
27583,-1031,8,-101
27584,-1032,7,-102
27585,-1032,9,-104
27586,-1032,9,-105
27587,-1032,7,-103
27588,-1032,7,-100
27589,-1030,10,-101
27590,-1030,9,-104
27591,-1032,8,-101
27592,-1024,8,-106
27593,-1027,11,-103
27594,-1027,6,-105
27595,-1027,9,-104
27596,-1026,7,-105
27597,-1026,9,-104
27598,-1026,7,-105
27599,-1028,5,-104
27600,-1025,8,-102
27601,-1029,9,-101
27602,-1025,9,-102
27603,-1028,8,-103
27604,-1027,10,-102
27605,-1029,6,-101
27606,-1032,8,-103
27607,-1030,6,-102
27608,-1032,6,-104
27609,-1030,8,-102
27610,-1033,9,-102
27611,-1032,7,-99
27612,-1037,10,-101
27613,-1031,8,-102
27614,-1031,10,-100
27615,-1030,9,-101
27616,-1032,9,-102
27617,-1029,9,-104
27618,-1028,7,-99
27619,-1030,7,-100
27620,-1027,10,-105
27621,-1027,5,-100
27622,-1026,6,-102
27623,-1023,8,-104
27624,-1026,9,-106
27625,-1021,6,-106
27626,-1024,6,-109
27627,-1026,6,-108
27628,-1030,6,-108
27629,-1032,9,-107
27630,-1032,7,-107
27631,-1033,4,-103
27632,-1034,3,-101
27633,-1032,5,-103
27634,-1035,6,-101
27635,-1032,7,-100
27636,-1032,7,-101
27637,-1032,5,-92
27638,-1033,8,-97
27639,-1032,8,-100
27640,-1030,6,-99
27641,-1028,9,-97
27642,-1024,10,-100
27643,-1025,14,-98
27644,-1022,15,-100
27645,-1024,8,-111
27646,-1027,8,-131
27647,-1031,7,-137
27648,-1028,11,-106
27649,-1022,9,-73
27650,-1020,2,-55
27651,-1032,1,-65
27652,-1042,-3,-99
27653,-1050,1,-115
27654,-1045,4,-118
27655,-1037,9,-102
27656,-1024,8,-89
27657,-1021,4,-92
27658,-1021,7,-100
27659,-1025,9,-106
27660,-1030,8,-114
27661,-1032,7,-117
27662,-1026,6,-109
27663,-1024,4,-106
27664,-1021,6,-101
27665,-1021,7,-99
27666,-1024,8,-97
27667,-1026,6,-100
27668,-1031,10,-97
27669,-1031,8,-103
27670,-1035,10,-103
27671,-1035,9,-103
27672,-1036,9,-104
27673,-1038,7,-100
27674,-1036,8,-99
27675,-1037,7,-98
27676,-1038,7,-96
27677,-1038,5,-101
27678,-1035,5,-102
27679,-1036,6,-103
27680,-1032,7,-104
27681,-1034,7,-104
27682,-1034,7,-103
27683,-1031,9,-105
27684,-1026,10,-107
27685,-1024,10,-100
27686,-1026,10,-102
27687,-1027,9,-101
27688,-1022,8,-101
27689,-1023,7,-101
27690,-1022,11,-99
27691,-1021,8,-99
27692,-1022,7,-102
27693,-1024,8,-107
27694,-1027,7,-99
27695,-1027,5,-100
27696,-1033,7,-100
27697,-1030,7,-104
27698,-1033,5,-106
27699,-1036,8,-105
27700,-1039,7,-105
27701,-1039,9,-103
27702,-1034,9,-101
27703,-1039,7,-102
27704,-1041,8,-97
27705,-1037,6,-99
27706,-1036,8,-100
27707,-1035,10,-105
27708,-1032,10,-109
27709,-1033,7,-113
27710,-1030,9,-106
27711,-1027,12,-85
27712,-1029,11,-80
27713,-1027,8,-86
27714,-1028,14,-100
27715,-1030,10,-111
27716,-1030,10,-113
27717,-1024,11,-109
27718,-1016,7,-101
27719,-1017,8,-101
27720,-1018,7,-94
27721,-1021,5,-96
27722,-1025,5,-95
27723,-1032,5,-97
27724,-1034,5,-102
27725,-1034,5,-104
27726,-1032,4,-103
27727,-1028,5,-102
27728,-1027,9,-101
27729,-1028,4,-103
27730,-1029,5,-103
27731,-1035,6,-103
27732,-1033,2,-104
27733,-1037,5,-102
27734,-1032,5,-104
27735,-1034,5,-101
27736,-1034,6,-104
27737,-1031,7,-104
27738,-1032,10,-101
27739,-1036,7,-102
27740,-1028,9,-101
27741,-1031,6,-103
27742,-1030,8,-101
27743,-1027,9,-100
27744,-1025,7,-101
27745,-1024,7,-96
27746,-1026,6,-102
27747,-1023,7,-100
27748,-1024,4,-100
27749,-1021,6,-100
27750,-1025,8,-103
27751,-1025,5,-101
27752,-1026,4,-102
27753,-1026,10,-104
27754,-1030,5,-103
27755,-1031,8,-105
27756,-1029,6,-100
27757,-1032,5,-103
27758,-1033,7,-105
27759,-1031,8,-103
27760,-1032,8,-105
27761,-1032,9,-103
27762,-1031,9,-103
27763,-1029,8,-102
27764,-1032,10,-104
27765,-1032,11,-105
27766,-1030,11,-106
27767,-1029,11,-105
27768,-1026,10,-106
27769,-1029,15,-104
27770,-1029,9,-107
27771,-1029,10,-102
27772,-1033,8,-97
27773,-1031,7,-102
27774,-1033,9,-101
27775,-1029,7,-101
27776,-1030,8,-102
27777,-1031,8,-102
27778,-1030,6,-103
27779,-1030,6,-103
27780,-1029,9,-104
27781,-1028,7,-102
27782,-1028,5,-104
27783,-1026,8,-101
27784,-1025,6,-101
27785,-1029,8,-102
27786,-1027,12,-103
27787,-1025,10,-106
27788,-1024,10,-103
27789,-1023,11,-104
27790,-1023,12,-103
27791,-1024,9,-107
27792,-1027,10,-101
27793,-1027,10,-105
27794,-1032,10,-106
27795,-1034,10,-104
27796,-1033,11,-107
27797,-1028,10,-105
27798,-1033,11,-105
27799,-1033,11,-107
27800,-1033,11,-104
27801,-1032,10,-104
27802,-1033,10,-103
27803,-1035,10,-106
27804,-1031,11,-101
27805,-1033,14,-102
27806,-1032,10,-105
27807,-1034,10,-101
27808,-1030,8,-103
27809,-1029,10,-105
27810,-1029,11,-103
27811,-1028,9,-106
27812,-1027,8,-105
27813,-1025,8,-106
27814,-1026,12,-109
27815,-1026,9,-109
27816,-1025,7,-108
27817,-1027,10,-111
27818,-1027,9,-105
27819,-1027,9,-108
27820,-1025,9,-106
27821,-1024,8,-105
27822,-1024,9,-99
27823,-1027,10,-100
27824,-1026,6,-99
27825,-1029,9,-101
27826,-1029,10,-103
27827,-1029,9,-101
27828,-1030,7,-100
27829,-1030,6,-101
27830,-1033,7,-101
27831,-1035,10,-102
27832,-1035,10,-97
27833,-1033,14,-95
27834,-1027,14,-99
27835,-1030,12,-102
27836,-1028,16,-103
27837,-1026,10,-117
27838,-1029,10,-143
27839,-1036,10,-144
27840,-1030,10,-111
27841,-1028,8,-79
27842,-1027,7,-61
27843,-1032,2,-80
27844,-1038,4,-99
27845,-1038,5,-109
27846,-1033,8,-108
27847,-1022,10,-107
27848,-1020,8,-104
27849,-1017,10,-105
27850,-1018,10,-106
27851,-1020,11,-109
27852,-1021,10,-111
27853,-1022,13,-114
27854,-1021,11,-113
27855,-1020,13,-115
27856,-1019,10,-106
27857,-1022,8,-102
27858,-1024,10,-100
27859,-1025,12,-99
27860,-1029,12,-102
27861,-1036,14,-104
27862,-1040,16,-108
27863,-1038,13,-107
27864,-1042,15,-104
27865,-1036,12,-104
27866,-1036,13,-102
27867,-1038,12,-103
27868,-1037,11,-107
27869,-1037,10,-106
27870,-1034,11,-103
27871,-1036,8,-105
27872,-1032,10,-105
27873,-1033,13,-109
27874,-1027,12,-109
27875,-1027,10,-109
27876,-1026,10,-106
27877,-1021,11,-108
27878,-1022,12,-106
27879,-1020,11,-107
27880,-1017,13,-106
27881,-1022,10,-104
27882,-1017,12,-105
27883,-1019,12,-105
27884,-1020,13,-105
27885,-1021,12,-106
27886,-1024,13,-106
27887,-1027,13,-104
27888,-1027,12,-101
27889,-1029,13,-106
27890,-1035,12,-103
27891,-1035,12,-105
27892,-1036,9,-104
27893,-1031,12,-102
27894,-1035,13,-103
27895,-1035,13,-102
27896,-1036,13,-103
27897,-1040,14,-103
27898,-1041,13,-106
27899,-1035,10,-115
27900,-1038,12,-111
27901,-1035,11,-93
27902,-1037,13,-80
27903,-1034,12,-92
27904,-1038,10,-107
27905,-1031,8,-122
27906,-1026,6,-126
27907,-1019,5,-119
27908,-1020,3,-112
27909,-1017,2,-109
27910,-1018,1,-105
27911,-1023,-1,-107
27912,-1027,0,-109
27913,-1028,5,-111
27914,-1030,2,-111
27915,-1029,4,-110
27916,-1026,2,-109
27917,-1025,5,-107
27918,-1031,5,-103
27919,-1029,3,-103
27920,-1032,4,-101
27921,-1029,5,-106
27922,-1034,6,-104
27923,-1031,6,-107
27924,-1031,4,-107
27925,-1034,4,-107
27926,-1034,5,-108
27927,-1031,7,-110
27928,-1031,5,-111
27929,-1033,4,-106
27930,-1031,6,-104
27931,-1032,7,-100
27932,-1033,7,-105
27933,-1031,6,-98
27934,-1027,8,-102
27935,-1027,9,-104
27936,-1023,11,-103
27937,-1019,7,-105
27938,-1016,10,-105
27939,-1016,9,-107
27940,-1017,7,-109
27941,-1018,8,-108
27942,-1019,6,-108
27943,-1017,6,-112
27944,-1019,3,-112
27945,-1023,2,-112
27946,-1025,3,-115
27947,-1027,4,-113
27948,-1033,2,-115
27949,-1033,2,-113
27950,-1035,2,-113
27951,-1040,0,-110
27952,-1038,4,-111
27953,-1039,2,-109
27954,-1044,6,-110
27955,-1039,6,-109
27956,-1044,7,-105
27957,-1040,7,-107
27958,-1036,7,-107
27959,-1036,7,-108
27960,-1036,11,-107
27961,-1033,10,-105
27962,-1032,12,-110
27963,-1027,10,-108
27964,-1029,10,-104
27965,-1025,11,-105
27966,-1022,9,-108
27967,-1021,7,-106
27968,-1023,10,-109
27969,-1023,6,-110
27970,-1021,6,-105
27971,-1020,5,-106
27972,-1024,7,-101
27973,-1022,4,-107
27974,-1023,5,-106
27975,-1022,5,-110
27976,-1025,8,-109
27977,-1026,6,-110
27978,-1028,4,-111
27979,-1031,7,-110
27980,-1029,6,-110
27981,-1030,6,-107
27982,-1029,7,-109
27983,-1033,7,-108
27984,-1031,9,-109
27985,-1033,8,-109
27986,-1035,10,-109
27987,-1035,12,-111
27988,-1036,10,-114
27989,-1036,10,-113
27990,-1033,10,-112
27991,-1031,10,-110
27992,-1031,8,-111
27993,-1029,9,-111
27994,-1030,10,-110
27995,-1032,8,-108
27996,-1028,9,-111
27997,-1030,9,-108
27998,-1027,9,-111
27999,-1031,10,-116
28000,-1026,10,-112
28001,-1026,8,-111
28002,-1023,11,-106
28003,-1025,10,-108
28004,-1026,13,-111
28005,-1025,10,-107
28006,-1026,10,-110
28007,-1027,10,-107
28008,-1032,10,-101
28009,-1027,10,-106
28010,-1026,8,-103
28011,-1029,6,-102
28012,-1029,8,-107
28013,-1029,8,-107
28014,-1027,10,-110
28015,-1027,11,-109
28016,-1027,8,-109
28017,-1030,9,-109
28018,-1029,7,-105
28019,-1029,10,-106
28020,-1029,12,-108
28021,-1026,12,-106
28022,-1025,13,-112
28023,-1023,12,-105
28024,-1024,14,-111
28025,-1025,12,-122
28026,-1025,14,-149
28027,-1026,15,-132
28028,-1027,11,-103
28029,-1028,9,-71
28030,-1030,6,-70
28031,-1034,8,-93
28032,-1032,7,-110
28033,-1029,7,-114
28034,-1021,10,-112
28035,-1017,7,-110
28036,-1014,9,-105
28037,-1020,11,-106
28038,-1023,10,-106
28039,-1027,10,-109
28040,-1026,8,-116
28041,-1024,10,-124
28042,-1021,12,-117
28043,-1014,13,-109
28044,-1019,12,-101
28045,-1016,13,-104
28046,-1020,12,-102
28047,-1030,12,-104
28048,-1034,11,-107
28049,-1036,11,-109
28050,-1040,12,-107
28051,-1038,10,-105
28052,-1039,11,-111
28053,-1039,9,-106
28054,-1038,8,-104
28055,-1036,8,-103
28056,-1040,8,-102
28057,-1041,6,-105
28058,-1037,10,-103
28059,-1035,8,-108
28060,-1033,10,-110
28061,-1031,10,-111
28062,-1027,9,-109
28063,-1027,10,-113
28064,-1024,11,-110
28065,-1022,14,-109
28066,-1018,10,-111
28067,-1018,11,-111
28068,-1015,11,-106
28069,-1014,10,-106
28070,-1014,9,-106
28071,-1019,13,-108
28072,-1021,10,-109
28073,-1021,13,-106
28074,-1025,13,-110
28075,-1023,13,-110
28076,-1029,11,-105
28077,-1028,14,-108
28078,-1034,15,-110
28079,-1035,13,-107
28080,-1037,14,-110
28081,-1037,13,-102
28082,-1038,14,-106
28083,-1041,17,-106
28084,-1035,17,-109
28085,-1032,16,-113
28086,-1032,15,-114
28087,-1038,12,-124
28088,-1034,16,-110
28089,-1037,18,-85
28090,-1035,17,-82
28091,-1037,13,-101
28092,-1033,15,-117
28093,-1032,15,-120
28094,-1027,14,-123
28095,-1018,14,-114
28096,-1018,10,-105
28097,-1019,11,-109
28098,-1019,14,-105
28099,-1025,10,-110
28100,-1027,13,-109
28101,-1029,10,-107
28102,-1026,17,-112
28103,-1023,17,-113
28104,-1021,19,-109
28105,-1022,17,-105
28106,-1023,15,-103
28107,-1024,16,-103
28108,-1027,17,-107
28109,-1030,15,-108
28110,-1028,16,-109
28111,-1030,13,-107
28112,-1028,15,-110
28113,-1029,12,-110
28114,-1033,14,-107
28115,-1034,15,-110
28116,-1037,10,-107
28117,-1033,8,-106
28118,-1034,10,-108
28119,-1034,12,-109
28120,-1032,10,-108
28121,-1032,11,-108
28122,-1032,10,-110
28123,-1030,12,-110
28124,-1031,10,-110
28125,-1026,13,-107
28126,-1028,13,-104
28127,-1029,10,-106
28128,-1028,14,-106
28129,-1026,11,-104
28130,-1025,14,-108
28131,-1027,12,-109
28132,-1028,12,-108
28133,-1025,11,-107
28134,-1022,12,-112
28135,-1023,12,-110
28136,-1024,12,-112
28137,-1027,15,-112
28138,-1028,13,-109
28139,-1031,12,-111
28140,-1029,13,-110
28141,-1035,11,-110
28142,-1030,14,-107
28143,-1032,13,-109
28144,-1030,12,-116
28145,-1032,13,-111
28146,-1032,12,-114
28147,-1033,12,-108
28148,-1030,13,-108
28149,-1027,12,-109
28150,-1031,10,-107
28151,-1028,12,-108
28152,-1032,9,-109
28153,-1031,10,-108
28154,-1029,9,-108
28155,-1030,10,-112
28156,-1028,9,-108
28157,-1024,11,-108
28158,-1028,10,-107
28159,-1027,14,-106
28160,-1027,12,-109
28161,-1027,7,-106
28162,-1027,13,-107
28163,-1028,12,-109
28164,-1027,10,-107
28165,-1029,10,-109
28166,-1030,11,-107
28167,-1030,11,-108
28168,-1028,11,-109
28169,-1029,14,-106
28170,-1029,12,-111
28171,-1031,11,-109
28172,-1033,12,-110
28173,-1028,13,-109
28174,-1030,12,-107
28175,-1032,12,-109
28176,-1032,14,-108
28177,-1029,13,-107
28178,-1033,14,-106
28179,-1028,12,-107
28180,-1027,13,-107
28181,-1025,10,-109
28182,-1023,9,-110
28183,-1022,11,-108
28184,-1025,10,-108
28185,-1024,11,-107
28186,-1025,11,-110
28187,-1026,9,-109
28188,-1028,9,-106
28189,-1027,8,-107
28190,-1028,8,-104
28191,-1028,9,-106
28192,-1029,8,-107
28193,-1031,12,-107
28194,-1033,10,-106
28195,-1032,10,-107
28196,-1032,13,-107
28197,-1036,12,-106
28198,-1033,11,-106
28199,-1035,15,-100
28200,-1031,16,-106
28201,-1031,18,-105
28202,-1027,14,-104
28203,-1026,15,-102
28204,-1023,14,-103
28205,-1024,14,-107
28206,-1025,14,-136
28207,-1030,10,-146
28208,-1033,8,-122
28209,-1034,4,-95
28210,-1033,5,-73
28211,-1035,3,-84
28212,-1039,4,-105
28213,-1035,4,-118
28214,-1027,4,-119
28215,-1022,7,-118
28216,-1017,8,-111
28217,-1018,9,-105
28218,-1024,11,-102
28219,-1030,12,-107
28220,-1029,12,-112
28221,-1031,13,-116
28222,-1022,10,-117
28223,-1017,12,-114
28224,-1012,16,-110
28225,-1011,14,-108
28226,-1014,13,-106
28227,-1023,11,-103
28228,-1026,15,-102
28229,-1031,14,-109
28230,-1037,16,-112
28231,-1040,12,-107
28232,-1040,19,-108
28233,-1036,16,-107
28234,-1035,11,-108
28235,-1036,13,-105
28236,-1044,11,-108
28237,-1038,13,-105
28238,-1036,10,-105
28239,-1038,14,-106
28240,-1033,10,-108
28241,-1033,13,-108
28242,-1029,9,-112
28243,-1021,12,-114
28244,-1017,10,-115
28245,-1015,8,-112
28246,-1016,10,-110
28247,-1017,9,-112
28248,-1019,11,-109
28249,-1020,11,-109
28250,-1021,11,-110
28251,-1020,11,-111
28252,-1021,11,-115
28253,-1023,10,-110
28254,-1022,16,-109
28255,-1027,12,-107
28256,-1031,18,-108
28257,-1031,18,-107
28258,-1035,14,-108
28259,-1032,16,-106
28260,-1037,15,-104
28261,-1039,14,-110
28262,-1039,16,-107
28263,-1037,14,-106
28264,-1041,20,-109
28265,-1038,20,-106
28266,-1039,20,-107
28267,-1038,16,-109
28268,-1042,17,-115
28269,-1035,17,-121
28270,-1034,20,-103
28271,-1032,22,-79
28272,-1032,22,-91
28273,-1033,18,-107
28274,-1031,15,-120
28275,-1026,18,-125
28276,-1018,16,-118
28277,-1013,14,-112
28278,-1011,15,-108
28279,-1014,16,-110
28280,-1016,16,-107
28281,-1021,12,-107
28282,-1018,14,-110
28283,-1024,14,-111
28284,-1024,16,-114
28285,-1020,17,-113
28286,-1023,16,-109
28287,-1019,14,-106
28288,-1025,17,-106
28289,-1025,21,-106
28290,-1028,17,-104
28291,-1032,16,-105
28292,-1030,18,-110
28293,-1034,16,-111
28294,-1030,19,-110
28295,-1031,13,-113
28296,-1031,15,-115
28297,-1035,16,-112
28298,-1032,13,-111
28299,-1031,13,-113
28300,-1030,8,-111
28301,-1033,9,-108
28302,-1031,10,-113
28303,-1030,10,-107
28304,-1030,10,-110
28305,-1027,11,-109
28306,-1026,12,-109
28307,-1029,13,-112
28308,-1026,13,-109
28309,-1025,13,-109
28310,-1024,16,-111
28311,-1023,9,-105
28312,-1027,13,-105
28313,-1026,13,-110
28314,-1029,13,-109
28315,-1032,11,-111
28316,-1026,13,-113
28317,-1028,12,-110
28318,-1028,14,-109
28319,-1030,11,-110
28320,-1033,12,-109
28321,-1034,10,-108
28322,-1033,14,-117
28323,-1038,10,-116
28324,-1036,10,-110
28325,-1035,11,-116
28326,-1030,12,-111
28327,-1035,13,-113
28328,-1030,9,-111
28329,-1032,10,-111
